count.C1,count.C2,count.C3,count.T1,count.T2,count.T3
138,119,114,124,141,118
3232,2647,2648,3673,4049,3612
2036,1871,1698,3214,3005,2958
318,195,199,47,46,104
12081,8621,8125,14274,17360,14389
0,0,0,0,26,8
48,38,27,84,63,46
4764,3588,3522,3366,3707,3030
29,47,19,60,61,75
0,2,0,0,0,0
5914,5595,4531,5645,5737,4999
0,2,0,0,2,0
11408,10011,8881,8307,8449,8259
47,38,48,44,41,26
0,4,0,4,2,0
466,317,252,374,417,467
67,107,108,105,188,157
5668,5064,4738,7476,7472,6728
0,0,0,12,0,5
4036,3652,3280,3899,3907,3579
6,16,0,7,16,8
12,22,8,20,40,32
313,235,223,250,289,273
0,2,0,0,0,0
158,148,138,169,115,122
0,0,9,18,7,13
0,0,2,0,0,6
62325,49563,45283,42688,45557,40462
0,0,0,0,0,1
2851,2431,2276,2402,2234,1995
0,0,0,2,0,0
0,0,0,5,0,0
0,0,0,4,2,0
3,0,0,0,0,0
437,335,276,365,491,416
1112,874,967,1686,1959,1907
393,216,450,415,692,368
3875,3390,3026,3225,3115,3045
14,9,11,6,0,8
0,0,0,8,2,2
8,1,7,15,8,20
142,201,161,139,241,175
0,1,0,0,0,2
1304,1083,1142,1386,1502,1543
22,0,8,17,16,12
0,0,0,1,0,0
0,0,2,4,0,0
9,10,7,26,26,18
4,0,0,0,0,0
1255,732,756,954,886,1093
7041,5553,5227,6945,7984,6821
139,180,132,259,315,231
214,218,237,340,376,339
515,347,358,508,689,559
72,82,60,96,133,88
0,4,0,14,26,0
24,23,20,17,23,7
504,445,576,651,596,637
13,3,4,10,13,29
3417,3099,2604,2954,2925,2719
10,19,0,6,2,16
1995,1586,1438,2106,2068,1640
3561,2149,1738,3634,4079,3231
25,18,18,11,44,14
0,0,2,0,0,0
247,155,182,293,348,277
0,0,0,6,0,0
0,0,6,7,7,2
26,10,13,40,46,28
34,28,13,43,44,32
25,6,10,0,0,17
156,179,107,161,152,166
98,47,86,156,143,118
0,0,0,8,0,2
0,0,0,2,0,0
62,25,28,13,63,15
2049,1598,1677,2899,3107,2764
75,35,76,149,150,107
833,733,743,1057,917,1196
1947,1538,1682,2262,2123,2160
384,326,372,432,535,259
10316,9414,8594,12322,13172,12506
4,1,0,2,3,3
1993,2300,2214,3064,3106,3695
1793,1571,1214,2046,1884,1799
12,0,0,8,8,0
0,0,0,2,0,0
12,0,0,12,14,12
0,0,0,0,2,5
0,0,4,10,6,4
0,0,0,2,0,0
6,12,0,4,13,5
2,0,0,2,2,4
0,0,0,0,4,0
3817,3007,3206,6981,7921,6591
0,0,1,0,0,0
0,2,0,0,8,0
2,1,3,1,27,5
120,85,61,307,260,217
911,753,768,649,889,664
133,55,90,64,50,111
8,5,0,3,0,0
29,21,26,49,20,22
17685,15349,14707,10634,11576,10201
0,0,0,0,0,5
0,0,0,2,0,0
8145,6757,5982,7965,8159,7985
52,56,27,60,102,36
467,356,340,597,579,677
0,5,0,0,6,0
5504,4388,4197,5921,5852,5612
69,78,54,145,93,79
39,34,44,34,12,17
495,163,217,174,325,254
1141,838,997,1453,1557,1380
8,5,6,0,6,11
2,6,4,4,9,3
0,2,4,8,6,2
2968,2663,2250,4855,4887,4556
14145,12937,11763,8744,9182,8562
2774,2225,2153,1914,2219,1911
0,0,0,2,2,0
171,119,143,354,393,372
0,0,2,0,0,0
4509,2970,3480,3797,4022,3588
988,864,791,665,825,769
56,78,75,192,120,205
0,0,0,0,1,0
0,2,0,4,0,0
6591,5308,5159,4867,4976,4476
0,0,0,2,0,0
2,0,0,0,0,0
95,60,5,64,107,132
0,0,0,3,0,2
26346,21052,20016,25726,25326,22464
3720,3265,2807,3321,3069,3190
0,3,0,1,4,2
8,0,0,0,0,0
0,0,0,0,3,0
524,426,432,686,837,827
144,115,107,48,40,151
2412,1846,1760,2059,2070,1897
1064,912,827,963,1276,851
4,0,0,16,12,14
1807,1514,1354,2124,2034,1859
21,11,10,19,49,17
0,9,0,0,0,0
0,0,0,7,0,0
0,10,0,0,0,0
5086,4677,4068,3841,3811,3501
354,195,183,550,618,506
1953,1154,1436,2451,2580,2531
434,365,442,446,379,277
46,11,32,84,91,70
54,106,51,243,150,204
5,12,5,10,7,3
176,79,128,101,145,115
0,0,2,0,0,5
192,157,157,112,154,113
338,410,256,510,686,472
1458,920,873,1408,1777,1401
39,11,11,5,7,16
31,17,23,52,87,54
2,2,4,8,0,10
2,0,2,0,0,0
17,6,22,8,11,6
8,2,4,6,0,6
827,597,624,1055,950,1015
210,142,133,319,361,306
8,0,7,17,16,4
20,15,18,0,0,8
7,11,1,4,4,7
7849,6389,5817,5739,5693,5550
2,0,2,0,0,3
6,0,8,15,10,14
2,17,12,6,31,0
4,0,0,4,14,2
15,2,2,4,4,14
78,96,74,187,121,110
56,31,26,192,141,147
0,0,1,0,0,0
276,363,287,194,160,164
1,0,3,0,2,0
0,0,8,0,0,0
35,19,21,79,83,36
495,387,339,719,598,585
0,0,0,6,0,0
155,0,75,9,32,115
351,281,191,205,189,192
0,4,0,12,11,12
0,0,0,2,0,0
0,0,0,0,0,4
1090,831,769,923,897,955
38,1,20,38,22,17
2,0,0,0,0,0
110,59,59,83,67,87
0,0,0,1,1,0
6027,5609,4795,4092,4095,3547
5,0,0,0,4,0
0,0,0,4,2,0
1760,1333,1355,2135,2582,2086
0,0,0,0,0,2
2,0,6,0,0,2
57,70,52,141,129,101
12,18,0,34,24,15
272,224,216,432,397,447
109,77,66,76,70,84
45,14,23,60,16,32
198,111,117,280,277,208
1024,790,884,1267,1491,1225
0,3,0,0,0,6
0,0,0,10,0,7
1990,1543,1548,1535,1648,1614
63,22,38,49,76,53
10,13,0,53,50,33
7,7,5,24,3,10
1598,1212,1146,1507,1651,1225
33,26,43,41,49,28
742,360,395,546,616,549
40,46,22,35,91,54
0,3,0,0,0,1
0,0,0,0,2,0
0,0,0,0,7,0
3050,3175,2433,4556,5127,3828
23791,19799,18102,12327,12473,11608
33,27,29,9,4,4
0,8,0,2,0,0
2990,2462,2155,2658,2714,2578
0,0,0,10,6,15
2,4,7,7,3,4
0,0,0,0,0,2
9,6,15,20,20,15
0,10,0,12,4,0
13933,10623,10931,28520,29745,28273
0,0,0,2,0,0
91,105,78,157,98,70
5,8,25,9,17,16
17,10,22,16,24,49
8,15,0,2,7,7
6,20,16,20,18,8
179,206,177,291,211,205
0,3,4,0,0,1
531,642,499,876,828,740
8,12,8,5,11,9
2,0,2,0,0,0
327,292,257,413,444,395
0,0,0,8,0,5
0,0,0,0,4,0
2,5,9,5,0,6
0,0,4,0,0,0
18,48,37,125,142,151
5,2,6,6,6,9
457,206,311,400,131,346
13127,11879,10843,13857,13168,13244
2,0,0,8,0,0
15,0,0,0,0,0
0,0,0,6,0,0
19,16,26,8,27,23
19,8,0,64,17,16
0,2,0,0,0,0
5,0,4,5,11,8
12468,10527,9131,8114,8198,7498
3,0,5,11,20,13
16,0,0,16,0,14
5000,4476,3972,2981,2985,2853
983,920,875,1197,1212,1168
0,3,5,9,14,16
72,117,53,49,44,81
0,2,2,0,0,0
28843,23775,25171,27398,26822,25269
0,2,0,0,0,0
338,324,293,319,436,229
631,474,517,1102,1186,1199
25,16,22,31,27,40
309,218,252,455,418,415
429,282,346,638,709,600
12,14,5,8,7,8
0,0,0,0,9,0
199,186,139,200,229,186
53,45,53,29,112,51
0,0,0,0,12,0
0,0,0,0,0,4
23,2,10,7,10,3
3,0,0,0,0,0
2220,1868,1421,2289,2404,2492
326,201,164,373,297,269
11,13,25,17,34,35
37,59,43,53,60,84
14,12,0,15,18,14
0,0,0,0,0,4
0,0,0,20,0,0
8,0,7,4,4,6
5,0,0,0,0,0
43,26,33,82,72,58
2,0,0,9,5,4
7,4,0,2,2,7
0,3,0,0,0,0
6,13,6,0,14,2
0,0,4,16,26,12
352,323,309,419,337,380
0,0,0,2,0,0
7,0,3,8,13,11
342,301,227,501,497,470
269,189,245,349,580,534
741,522,691,1059,1177,884
7200,5884,5282,7719,8399,7158
5,0,0,0,16,1
0,10,6,12,21,14
6,0,1,10,13,14
40,50,20,36,60,42
636,473,464,499,635,500
16,0,0,0,0,0
129,66,62,118,121,139
230,151,207,263,248,169
0,0,3,0,0,0
0,0,0,4,1,0
0,4,0,10,0,4
24,18,20,25,28,24
2687,2130,1990,1533,1442,1411
33,17,20,27,41,27
33,27,18,5,17,46
24126,19892,17547,20092,22363,19684
64,76,40,104,76,111
1417,1073,935,1383,1559,1353
29,27,14,36,47,85
1059,896,975,1654,1621,1389
4517,4034,3855,4151,4216,4111
26,28,25,52,35,41
0,0,6,6,14,8
0,0,2,0,1,0
610,412,372,614,618,605
356,344,346,371,440,463
15,6,2,17,6,15
2,4,0,2,0,4
0,0,1,3,0,0
6,0,2,13,36,30
7,0,2,14,2,3
222,155,90,229,241,215
0,0,0,0,2,0
954,897,734,1715,1999,1853
0,0,0,0,2,0
0,0,0,0,3,0
641,669,581,714,910,829
241,253,162,391,474,389
0,0,0,0,0,4
323,207,231,454,428,322
15,6,1,37,29,30
329,259,218,311,452,405
12,0,2,0,0,0
0,6,0,0,0,0
8,0,2,0,0,2
2,3,3,0,0,0
3,0,0,3,1,3
0,6,0,20,11,18
2119,1567,1452,1012,1216,1152
6956,5519,5252,5577,5521,5405
33,9,37,15,46,50
0,0,0,2,2,0
0,2,3,2,2,0
47,40,30,46,59,58
85,29,42,83,80,156
1,2,1,2,2,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,22,0
20,31,30,63,74,102
16,8,8,79,40,41
189,186,105,188,140,177
2932,2149,2313,1580,1527,1611
3006,2567,2290,5565,6231,5575
1016,758,825,1368,1491,1317
33,22,44,1,16,14
42,27,28,29,35,27
0,2,0,2,1,0
29,20,47,44,41,34
1344,1040,841,928,968,929
28,14,18,38,35,28
3,0,0,0,0,0
0,0,0,0,2,0
28273,21423,21343,24438,27985,24505
118,31,32,123,107,116
9,26,4,17,6,9
6762,5636,4845,6350,6196,6053
0,0,0,2,2,0
2,0,0,0,2,0
6,2,0,8,10,4
0,0,0,2,0,0
0,0,0,0,2,0
4,0,2,4,0,3
14,16,14,18,24,24
0,0,4,0,3,0
8,0,0,0,0,0
13,16,9,34,43,16
257,136,168,266,326,325
4,2,0,0,8,0
24,16,15,37,61,23
0,0,0,4,0,0
135,106,77,113,164,126
58,15,35,125,108,86
1019,942,804,927,1076,1045
468,339,239,663,692,615
2830,2274,2071,2191,2115,2254
0,0,0,2,0,2
22,6,6,5,8,8
0,0,0,8,0,3
3,0,11,16,12,4
0,0,2,0,0,3
2460,1084,1320,3350,2797,2167
489,523,467,601,602,552
2,0,0,0,5,0
12,4,18,25,0,19
0,0,0,10,2,1
39,55,44,54,87,33
1277,993,1051,1521,1526,1548
36,43,32,151,134,134
4,0,10,14,2,11
40,23,0,39,34,50
216,154,161,337,341,291
0,10,9,32,27,20
0,2,0,0,0,0
0,8,0,0,0,4
2,0,0,1,0,2
4,6,10,0,14,16
33,20,50,32,36,18
0,7,0,0,0,0
77,26,57,101,141,62
0,5,4,0,0,0
2,1,3,0,1,0
7,8,6,9,7,42
1646,1429,1240,2136,2484,1951
3504,2458,2647,4739,4930,4061
912,792,612,1173,1446,1378
0,0,0,0,1,0
480,338,402,716,675,603
281,272,209,309,318,282
4070,3752,3631,4902,4841,4765
9,0,8,20,24,12
0,4,0,3,0,0
0,0,0,2,0,0
0,6,4,11,0,0
149,115,103,206,217,258
460,427,434,353,388,369
0,0,31,0,62,6
4,0,0,7,0,7
4,0,0,0,2,0
7,8,11,0,0,8
33,12,9,58,34,31
1004,676,921,1572,1753,1457
0,0,0,0,5,0
56,78,92,117,128,64
1,0,0,0,0,0
0,0,6,0,0,0
2326,2119,2070,2100,2271,1915
2,0,0,0,0,0
0,0,0,11,6,4
0,0,0,3,0,0
0,4,0,0,0,0
1762,1603,1345,2346,2300,2239
16,4,8,46,16,17
16,9,16,31,18,27
23,0,40,0,9,5
0,0,0,2,0,1
1,0,0,0,0,0
0,0,0,0,2,1
1,1,0,3,1,3
0,1,0,1,0,0
3,4,4,10,8,10
0,1,0,0,0,1
1,1,0,2,0,3
2328,1881,1497,1495,1419,1249
6,4,2,18,6,10
0,0,0,0,0,4
15,14,16,10,9,5
0,0,0,0,0,2
5,0,2,8,6,4
0,0,0,0,2,0
2817,1184,692,63,711,942
0,0,4,0,0,5
4,0,4,0,0,0
2,0,0,0,0,0
0,0,0,20,6,0
2,4,38,12,20,0
0,0,4,4,0,0
0,0,0,0,2,0
0,0,0,0,4,0
2606,1956,1820,2248,2297,2076
2,12,13,0,8,4
0,0,0,0,2,2
155,120,77,169,150,167
1,0,2,3,3,2
0,4,0,2,2,0
49,31,21,38,43,56
11,3,9,1,8,5
141,94,157,180,123,149
2,0,3,8,7,0
43,36,30,29,43,36
19,23,10,40,41,62
111,52,84,120,151,144
0,0,0,2,4,0
0,0,4,4,3,2
0,2,2,4,2,3
0,0,0,0,0,7
11,24,12,14,28,42
5076,4052,3998,6561,7640,6204
163,164,154,140,202,184
11,0,0,2,0,0
93,102,138,132,344,172
8,0,0,0,0,0
114,31,89,40,70,48
0,0,0,0,2,0
21,11,10,15,36,10
1,0,2,0,1,1
13,16,4,6,4,9
10,0,6,4,2,9
37,8,15,10,12,17
0,0,0,0,0,1
0,4,0,0,2,2
7,9,16,17,21,29
5,0,0,0,5,0
10,12,3,5,25,29
7,1,0,4,0,0
0,0,0,0,10,0
0,11,0,0,0,4
0,2,3,0,0,0
4,0,1,8,0,0
2325,1558,1452,2170,2266,2087
0,0,0,0,0,2
16,7,4,25,15,19
6,0,0,0,0,0
0,8,2,0,5,4
2,0,2,4,2,3
16,25,12,17,17,22
0,0,1,0,1,0
0,0,0,4,4,0
0,1,0,0,0,12
40,39,40,28,46,25
0,0,6,0,2,0
4,8,0,3,6,0
3,6,5,7,11,4
0,0,12,0,4,8
0,3,0,3,1,0
426,403,280,571,660,598
15,0,14,35,43,21
2,2,0,0,0,7
0,0,0,5,9,0
0,0,0,0,4,0
2,0,0,0,0,0
4,1,0,6,8,4
800,644,618,700,762,670
6,4,6,0,4,6
3,0,0,0,0,0
26,13,31,32,37,48
0,0,0,0,0,4
35,0,21,25,9,14
0,0,2,0,2,0
0,0,2,0,2,0
0,0,2,3,6,10
104,68,82,81,68,102
85,112,83,88,65,102
75,101,47,83,79,63
7,0,0,4,0,4
4,7,4,4,11,11
3476,2879,2642,4695,4575,4149
57,54,52,57,55,44
570,408,549,866,772,791
11,12,6,33,20,15
0,0,0,0,8,0
245,167,123,358,356,347
0,0,0,0,2,0
4,10,9,15,23,22
93,197,204,145,136,144
81,86,95,108,125,177
0,0,0,0,0,2
0,0,2,0,3,0
0,0,3,0,0,0
466,423,303,575,557,666
3748,3100,3157,2836,3078,2782
6,0,0,0,2,0
0,0,4,0,1,0
4,6,16,4,10,8
0,0,0,5,2,0
0,0,0,0,0,5
0,0,0,5,0,0
2,0,0,0,0,0
8,6,2,3,0,0
43,14,0,10,9,12
3224,2472,2185,2954,3441,2767
0,0,0,0,2,0
0,0,0,0,0,4
0,2,0,0,0,0
0,0,0,0,0,4
4,0,0,0,0,0
2,0,2,0,0,2
0,0,0,0,0,4
30,32,10,54,22,44
928,650,699,877,850,955
0,2,0,0,0,6
4,0,0,0,0,0
0,0,0,0,2,2
3,0,0,0,0,0
2,2,2,8,10,9
4,0,4,7,9,0
4,1,4,0,7,2
0,2,0,0,0,2
0,0,0,0,0,5
7,2,0,0,2,0
0,0,2,0,9,2
27,25,11,14,10,33
3,0,0,0,0,0
0,0,0,0,4,0
0,0,3,0,0,0
11667,12314,11578,7727,10266,9182
1088,656,584,911,941,1109
0,0,0,0,0,4
0,0,0,12,3,0
0,2,4,0,0,2
6,0,2,6,5,0
0,4,0,4,11,8
12,0,3,0,4,0
0,0,0,0,0,2
26,17,26,35,21,10
36,15,23,18,31,30
42,41,38,15,30,8
0,0,0,0,6,5
0,6,8,2,0,3
46,35,10,52,17,2
4,2,6,9,13,12
11,16,33,14,11,14
4590,4021,3682,5161,5292,4588
3,0,0,0,0,0
1,0,4,0,4,2
505,331,307,535,613,459
49,22,38,36,45,30
605,150,458,1041,311,950
0,0,0,2,0,0
4,0,0,12,2,2
9,2,5,4,17,10
0,2,0,0,0,0
16,10,13,44,26,16
1,0,0,2,2,3
178,121,158,255,288,237
6,8,4,0,2,0
387,259,271,344,292,335
40,42,18,24,35,29
0,0,0,0,0,4
8,11,1,11,31,11
1,5,7,7,1,3
0,0,0,0,0,4
3,1,8,2,2,0
0,0,0,0,4,0
1,1,0,1,0,1
2,0,0,0,4,0
38,13,8,20,25,23
2,0,0,0,0,0
3,0,0,0,0,0
3,3,0,3,5,3
11,11,4,9,11,7
0,8,4,0,0,10
0,0,2,0,0,0
0,0,0,0,2,0
4,1,3,3,3,1
30,19,16,15,8,19
154,86,69,89,115,161
2792,2177,2225,2550,2679,2545
0,0,3,2,2,0
0,14,8,12,0,8
189,162,114,142,148,111
0,0,0,2,0,0
21,5,24,8,0,15
0,0,2,0,2,14
34,32,11,37,6,13
205,278,188,308,248,245
2,4,4,0,5,0
0,0,0,5,0,0
0,0,0,0,0,8
0,1,0,0,3,0
3,2,15,4,3,2
18,26,37,26,38,22
10,0,0,0,0,0
6,0,1,0,1,0
0,0,0,0,4,0
0,0,0,0,4,0
16,18,8,24,10,20
0,0,0,0,0,4
0,0,0,0,8,0
0,4,0,0,0,0
0,2,0,0,0,0
0,0,4,2,0,2
37,24,29,70,53,56
8,4,0,2,22,2
275,223,289,482,364,448
108,74,54,102,86,90
30,35,42,204,217,144
6585,3903,3368,6663,7624,5979
309,220,164,317,260,255
2,0,5,10,17,10
2,0,0,0,0,0
0,6,8,6,2,4
20,12,4,3,3,4
0,2,0,0,0,0
0,0,0,8,5,0
0,0,2,2,0,0
0,1,0,0,0,0
1,1,1,1,1,1
1,2,0,0,1,0
0,1,0,0,0,2
3,0,0,0,0,0
10,9,8,8,10,11
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,1,1
0,0,0,0,1,0
0,0,0,2,0,0
1,1,1,1,1,1
6,0,2,0,4,2
0,0,3,2,0,0
18,17,22,30,31,24
0,0,0,2,0,0
4,6,2,5,17,23
0,0,2,0,0,0
1,0,2,4,5,4
5,2,6,7,6,0
0,0,0,0,0,2
0,1,0,0,1,1
0,0,0,1,0,0
0,0,0,0,2,0
2,1,1,1,2,6
0,0,0,0,2,2
0,0,0,0,0,2
1,1,1,1,4,1
2,2,1,2,2,1
0,0,0,6,5,3
0,1,1,1,0,0
4,3,0,9,8,0
1,1,1,1,1,1
1,1,1,1,1,1
3,3,5,7,3,2
0,0,2,2,0,0
7,2,10,11,10,4
1,0,0,0,0,0
0,0,0,3,1,0
2,2,0,3,2,1
0,1,0,3,2,3
6,5,2,8,10,6
2,5,0,1,1,1
1,2,3,3,7,3
2,0,1,1,2,2
0,0,0,0,1,0
0,0,0,0,0,2
0,0,4,0,2,3
0,0,1,0,0,1
4,0,0,3,2,0
0,1,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,1
1,1,1,1,1,1
2,4,3,10,12,11
0,3,2,0,0,0
0,1,5,3,4,3
1,0,1,1,1,1
0,0,3,0,1,0
1,1,1,1,1,1
1,1,1,1,1,1
271,243,250,489,450,357
339,255,203,574,621,501
3,6,7,0,9,3
318,200,234,207,314,346
9539,7188,6853,9290,10507,8413
17,21,0,0,10,0
4679,3805,3576,3503,3707,3114
1864,1402,1561,1666,1491,1546
675,537,441,588,600,474
0,0,4,0,0,0
254,205,128,51,14,16
0,0,0,0,0,3
136,82,82,131,115,164
142,66,97,175,168,133
878,811,700,1375,1482,1554
0,0,0,0,1,1
135,88,128,56,61,96
72,22,46,71,72,84
229,236,228,315,402,301
510,416,363,1290,1320,1015
1584,1570,1512,1685,1856,1611
436,309,294,423,491,395
5478,4259,4521,6371,6877,6207
32,13,16,32,52,47
380,329,347,400,510,426
4201,2300,3068,3812,3910,3751
379,285,293,462,508,452
8,0,0,2,0,8
394,245,205,470,587,486
8,2,6,4,8,6
16,44,36,22,39,29
0,2,0,0,0,10
3837,3129,2443,3112,3362,2993
0,0,9,5,0,0
3377,2791,2681,5908,6572,5685
12026,10489,9761,11430,11963,12457
20,0,16,29,44,36
0,0,0,0,2,0
5964,4971,4387,8211,8908,8015
18802,15717,15631,16060,17681,16503
8,0,0,4,0,0
3401,3242,2852,2551,2591,2162
551,391,408,445,476,380
62,64,48,62,53,89
396,344,350,337,379,383
101,43,34,43,54,60
72,98,65,124,191,148
405,182,136,204,378,482
427,387,313,392,442,407
31,13,8,39,59,29
0,0,0,4,0,0
18,4,1,20,23,38
8,15,32,14,17,33
17,9,26,11,26,54
40,28,23,31,53,45
4,0,0,0,4,0
18,10,10,4,0,4
0,0,0,0,0,8
62,43,36,43,42,47
28,35,4,28,46,20
8,11,0,0,7,0
0,1,0,0,0,0
3030,2352,2280,2041,2308,1754
12,18,13,0,15,20
4,13,6,12,0,0
0,0,0,0,3,4
8,0,9,8,3,12
142,91,133,55,88,71
0,0,2,8,0,0
0,0,2,0,0,0
0,0,0,2,0,0
0,2,0,0,0,0
0,0,0,1,0,0
5,4,8,3,5,7
43,32,19,36,23,29
0,0,0,1,0,0
0,0,0,0,0,4
0,0,0,0,2,0
0,2,0,2,4,0
0,0,0,0,0,2
1,0,0,0,3,0
2,0,0,0,5,2
0,0,0,0,1,0
2,1,0,0,3,0
2,3,1,2,3,1
3,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,2
1,1,1,1,1,1
6,8,9,10,16,6
0,3,0,0,0,0
0,1,0,0,0,1
0,0,0,0,1,0
5,2,4,5,2,7
0,3,0,0,1,0
3,0,0,0,4,1
10,4,2,5,1,5
2,5,1,0,2,4
0,0,0,0,2,6
0,0,1,0,1,0
6,3,3,4,0,0
5,6,6,11,4,3
0,0,0,1,1,0
2,0,1,1,0,5
0,0,2,0,0,0
1,0,0,0,0,0
1,0,0,1,2,0
0,0,0,2,1,2
0,1,0,0,0,0
0,2,0,0,0,0
0,0,0,3,0,0
4,0,2,0,0,1
0,1,0,0,1,1
2,0,0,2,1,0
1,0,0,1,0,2
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,2,3,2
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,2,2
6,6,1,6,6,8
1,0,2,0,1,0
18,5,5,0,2,12
1,2,2,13,19,14
0,0,2,0,0,0
0,1,0,0,0,1
2,8,2,2,5,3
0,0,0,0,1,0
0,0,0,1,1,0
0,0,0,0,2,0
0,2,7,0,0,0
6,12,11,4,3,7
14,1,13,6,6,1
2,7,0,2,3,3
1,1,1,1,1,1
0,1,0,0,0,0
0,0,0,0,1,0
0,0,2,0,0,0
1,0,2,0,0,0
2,2,1,2,0,0
0,0,0,1,4,0
4,0,1,0,0,0
3,3,2,5,2,3
2,0,0,0,0,0
18,19,12,12,19,11
0,0,6,5,0,6
0,0,0,0,2,0
3,0,0,1,0,0
0,0,2,0,0,0
0,0,0,0,2,0
2,0,2,0,0,0
0,1,0,0,0,0
0,0,1,1,0,2
0,1,0,0,0,0
2,3,2,6,7,6
0,0,2,1,2,0
0,0,5,0,0,0
1,0,0,0,1,3
2,2,0,0,0,0
0,0,1,0,0,0
0,5,3,3,2,0
2,2,3,0,1,0
0,0,2,0,0,0
0,0,0,5,0,0
0,0,4,0,1,2
0,0,0,2,0,0
3,3,2,0,3,0
9,11,3,7,6,6
0,1,0,1,2,4
0,0,0,0,2,0
36,5,0,39,0,9
289,187,223,265,252,245
8,6,14,5,0,9
350,210,230,287,393,415
23,5,15,36,82,112
0,0,2,0,0,0
0,0,2,0,0,0
46,33,21,31,36,0
0,0,0,3,0,0
17,10,13,17,13,19
115,79,76,116,161,195
458,335,336,667,614,638
2,7,2,1,2,8
18,0,16,6,31,10
0,0,0,0,5,0
0,0,0,0,3,4
0,0,0,1,1,0
9,0,4,5,8,16
6,0,3,8,8,0
504,487,381,592,601,687
0,0,2,0,0,0
8,17,20,6,25,5
0,2,2,0,2,4
0,0,4,0,10,0
0,2,3,8,5,3
70,47,50,114,61,58
2908,2103,1936,2758,2763,2441
369,264,295,433,496,415
0,0,0,12,0,0
0,2,2,0,0,0
1816,1668,1514,972,1269,1024
0,0,0,2,0,0
5107,4171,3938,4886,4487,4197
0,0,0,3,0,0
0,0,0,0,0,16
4,2,0,3,0,2
46,32,61,87,60,56
387,292,293,541,760,608
23,18,8,17,39,6
38,36,22,33,25,25
0,0,0,2,0,0
4,2,6,4,0,0
0,7,1,2,0,0
16,8,10,30,28,35
0,0,0,0,0,3
2,0,0,0,0,0
194,98,170,402,415,493
58,19,40,109,69,71
0,0,4,0,0,0
21,18,5,9,4,11
0,21,16,10,15,0
0,0,0,10,0,0
43,36,28,124,112,164
4,1,1,2,2,2
0,2,0,0,0,0
0,4,1,3,9,6
387,391,304,363,335,275
67,48,38,69,61,35
5,4,3,2,0,4
0,0,0,3,0,0
0,0,0,1,0,0
0,0,4,0,0,0
0,0,0,4,0,4
1,0,7,8,19,6
0,0,9,0,3,0
0,0,0,4,0,0
4,0,0,0,2,0
143,85,65,80,112,48
0,5,0,0,0,0
1,0,0,0,0,0
2,1,0,6,4,0
0,0,0,0,0,9
71,17,42,36,20,40
0,0,0,0,0,2
0,2,0,0,0,4
4,13,15,7,5,4
90,33,69,71,66,71
0,0,2,0,0,2
56,71,20,114,93,62
5,0,0,0,0,0
0,0,0,0,7,0
4,0,0,0,0,0
18,0,28,29,27,18
9,4,7,3,0,6
3,0,0,0,1,0
11,13,3,0,5,18
9,0,23,6,6,30
6,0,10,11,3,0
4,0,0,0,8,13
1623,1500,1457,2355,2498,2639
8,0,0,0,0,0
0,5,0,4,6,11
2,4,4,0,6,0
12,33,11,10,14,22
3,3,13,12,9,4
25,27,37,62,44,23
0,0,0,0,0,4
0,12,5,0,0,0
0,0,0,2,0,0
0,0,0,0,0,4
0,0,0,0,0,2
119,104,88,361,337,375
299,288,269,824,878,826
0,0,0,2,0,0
1313,1291,982,1055,1045,1095
12,8,0,18,3,8
4,0,0,0,0,0
2375,2010,1932,1467,1540,1372
382,285,314,461,527,407
0,0,1,5,4,4
23,30,36,41,21,13
4,13,8,8,21,4
4,0,0,3,0,3
0,8,9,14,0,24
104,91,103,112,113,106
30,10,22,22,22,28
1102,835,712,478,771,936
33,30,47,78,60,81
150,160,109,76,103,104
0,0,0,8,0,0
18,15,18,18,15,14
0,0,0,0,9,0
0,0,0,3,0,0
64,14,7,66,48,99
0,2,0,0,0,0
6,1,0,1,1,1
0,8,0,5,7,0
12,6,8,5,20,15
74,17,33,46,33,34
7,4,10,3,15,3
0,4,5,7,16,0
3,23,3,4,7,6
7,9,35,64,21,28
3,0,4,6,2,10
11,18,2,10,10,11
3811,3296,2982,3348,3320,3262
0,0,8,0,1,0
4,0,0,1,7,0
2,4,2,4,4,6
23,11,9,22,33,37
0,0,0,0,3,1
17,15,23,59,58,78
5,4,0,9,8,21
301,255,217,324,339,276
0,0,0,2,2,4
28,17,21,34,50,42
0,0,0,0,0,2
0,0,2,4,4,10
0,0,0,8,0,0
2,8,0,17,21,12
0,0,4,0,11,0
4,0,9,9,11,7
0,0,0,0,6,0
26,0,4,9,9,0
78,54,46,53,70,72
118,96,146,166,130,79
0,4,0,0,3,0
490,458,377,830,836,766
684,458,419,636,723,747
6,0,0,0,0,0
9,10,18,0,19,15
0,7,10,3,0,3
0,0,0,1,2,0
0,0,0,2,0,0
0,2,0,0,0,0
16,4,10,8,0,9
5,3,0,9,6,4
3,0,0,2,7,0
3,0,3,0,0,0
2,1,0,1,3,7
0,0,0,8,0,0
2,2,11,4,4,0
18,16,12,52,25,16
900,709,682,1613,1842,1376
